acsfProductionDate,approach.cellHealth,approach.creCell,approach.depth,approach.pilotName,approach.pilotTest01,approach.pilotTest04,approach.pilotTest05,approach.pilotTestYN,approach.sliceHealth,attempt,badSweeps,blankFillDate,container,date,depth,experimentType,extraction.endPipetteR,extraction.extractionNotes,extraction.extractionObservations,extraction.nucleus,extraction.pilotNameExtra,extraction.postPatch,extraction.pressureApplied,extraction.retractionPressureApplied,extraction.sampleObservations,extraction.timeChannelRecordingEnd,extraction.timeEnd,extraction.timeExtractionEnd,extraction.timeExtractionStart,extraction.timeRetractionEnd,extraction.timeRetractionStart,extraction.tubeID,failureCause,failureNotes,flipped,formVersion,freeFailureNotes,internalFillDate,internalSolution.concentrationBiocytin,internalSolution.concentrationRnaseInhibitor,internalSolution.version,internalSolution.volume,jem_created,limsSpecName,pipetteSpecName,qcNotes,recording.accessR,recording.humanCellTypePrediction,recording.membraneV,recording.pipetteR,recording.rheobase,recording.timeStart,recording.timeWholeCellStart,rigNumber,rigOperator,roi,sliceNotes,sliceQuality,status,successNotes,wellID,roi_major,roi_minor,jem_date_dt,jem_date_m
2019-12-13,1,Cre-,,None,,,,,2,2.0,,2019-10-17,NA,2019-12-16 14:58:09 -0800,62,,360,RSPv	layer 3,,no,Pilot: None,nucleus_absent,-45.0,-45.0,,,,15:46:37 -0800,15:44:32 -0800,15:48:05 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-16,Ntsr1-Cre_GN220;Ai14-502045.09.02,Ntsr1-Cre_GN220;Ai14-502045.09.02.02,too unhealthy for ephys,,,,4.8,,15:38:45 -0800,15:40:31 -0800,5,lindsayn,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2019-12-16,2019-12
2019-12-16,2,Cre+,,None,,,,,2,3.0,,2019-11-15,NA,2019-12-17 11:00:14 -0800,92.3,,26.0,,,NA,Pilot: None,nucleus_absent,-41.0,-41.0,,,,11:59:32 -0800,11:57:40 -0800,12:01:00 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-17,Glt25d2-Cre_NF107;Ai14-501554.05.02,Glt25d2-Cre_NF107;Ai14-501554.05.02.02,,,,,3.6,,11:50:38 -0800,11:52:37 -0800,3,jessicat,VISp2/3,,Good,SUCCESS,"Cell Hyperpolarized,Ended After C1",,VISp,layer 2/3,2019-12-17,2019-12
2019-12-17,2,Cre-,,None,,,,,2,4.0,165,2019-11-15,NA,2019-12-19 14:07:34 -0800,70.5,,5.0,"nucleus-sucked in during retraction
returned to visit fill (bad)",,not_intentionally,Pilot: None,nucleus_present,-35.0,-35.0,"Small Bubbles,Medium Bubbles,Large Bubbles",,,15:43:24 -0800,15:40:57 -0800,15:45:22 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-19,Rbp4-Cre_KL100;Ai14-502253.08.06,Rbp4-Cre_KL100;Ai14-502253.08.06.02,,,,,3.0,,15:28:52 -0800,15:30:52 -0800,3,jessicat,MOp2/3,,Good,SUCCESS,"Patch/Cell Unstable,Patch Became Leaky,Rheobase Changed,Ended After C1",,MOp,layer 2/3,2019-12-19,2019-12
2019-12-19,3,Cre+,,None,,,,,3,2.0,,2019-11-15,NA,2019-12-20 10:18:28 -0800,62.2,,8,lost nucleus in tissue,,NA,Pilot: None,nucleus_absent,-51.0,-51.0,,,,11:28:25 -0800,11:26:28 -0800,11:33:46 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-20,Rbp4-Cre_KL100;Ai14-502254.04.02,Rbp4-Cre_KL100;Ai14-502254.04.02.02,"reran C1 with improved Access R value
adjusted value to eliminate AP in chirp",,,,4.6,,11:12:36 -0800,11:14:34 -0800,3,jessicat,VISp5,,Good,SUCCESS,"Patch/Cell Unstable,Cell Hyperpolarized,Ended After C1,'Wave of Death'",,VISp,layer 5,2019-12-20,2019-12
2019-12-19,4,Cre+,,None,,,,,3,1.0,,2019-11-15,NA,2019-12-20 10:36:45 -0800,34,,200,,,no,Pilot: None,nucleus_absent,-45.0,-45.0,,,,10:58:56 -0800,10:51:54 -0800,11:00:18 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-20,Rbp4-Cre_KL100;Ai14-502254.03.02,Rbp4-Cre_KL100;Ai14-502254.03.02.01,,,,,4.4,,10:44:08 -0800,10:45:07 -0800,7,lindsayn,VISp5,,Good,SUCCESS,,,VISp,layer 5,2019-12-20,2019-12
2019-12-19,3,Cre-,,None,,,,,3,2.0,,2019-11-15,NA,2019-12-20 13:23:49 -0800,83.5,,4.8,"seal became unstable during extraction
fill looked okay-may leak out
forgot to change approach to diagonal",,no,Pilot: None,nucleus_absent,-25.0,-25.0,,,,14:31:14 -0800,14:29:39 -0800,14:34:42 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-20,Htr3a-Cre_NO152;Ai14-502372.09.06,Htr3a-Cre_NO152;Ai14-502372.09.06.02,,,,,3.7,,14:22:28 -0800,14:24:33 -0800,3,jessicat,CTXspCLA,,Good,SUCCESS,"Cell Depolarized,Ended After C1",,CTXsp,CLA,2019-12-20,2019-12
2019-12-19,4,Cre-,,None,,,,,3,2.0,,2019-11-15,NA,2019-12-20 13:38:13 -0800,0,,4.0,,Cell Swelled,no,Pilot: None,nucleus_absent,-45.0,-45.0,,,,14:13:42 -0800,14:12:45 -0800,14:14:25 -0800,,,,,NA,2.0.8,,2019-10-28,,,,,2019-12-20,Htr3a-Cre_NO152;Ai14-502372.10.06,Htr3a-Cre_NO152;Ai14-502372.10.06.01,,,,,4.7,,14:07:20 -0800,14:07:46 -0800,2,kristenh,ORB5,"rostral side pointing right, testing new MIES in Igor 8 so working outside WSE",Good,SUCCESS,,,ORB,layer 5,2019-12-20,2019-12
2019-12-19,4,Cre-,,None,,,,,3,3.0,,2019-11-15,NA,2019-12-20 13:38:13 -0800,0,,7.0,,,no,Pilot: None,nucleus_absent,-40.0,-40.0,,,,14:36:45 -0800,14:35:45 -0800,14:38:37 -0800,,,,,NA,2.0.8,,2019-10-28,,,,,2019-12-20,Htr3a-Cre_NO152;Ai14-502372.10.06,Htr3a-Cre_NO152;Ai14-502372.10.06.02,,,,,4.7,,14:29:49 -0800,14:30:27 -0800,2,kristenh,CTXspCLA,"rostral side pointing right, testing new MIES in Igor 8 so working outside WSE",Good,SUCCESS,,,CTXsp,CLA,2019-12-20,2019-12
2019-12-20,4,Cre-,,None,,,,,3,1.0,,2019-11-15,NA,2019-12-23 09:35:23 -0800,0,,8.0,,,no,Pilot: None,nucleus_absent,-40.0,-40.0,,,,09:49:47 -0800,09:48:17 -0800,09:50:59 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01.01,,,,,6.3,,09:43:08 -0800,09:45:10 -0800,2,kristenh,RSPv5,,Good,SUCCESS,,,RSPv,layer 5,2019-12-23,2019-12
2019-12-20,4,Cre-,,None,,,,,3,2.0,,2019-11-15,NA,2019-12-23 09:35:23 -0800,0,,4.0,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,10:10:06 -0800,10:08:29 -0800,10:11:36 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01.02,,,,,4.2,,09:59:19 -0800,10:00:11 -0800,2,kristenh,RSPd5,,Good,SUCCESS,,,RSPd,layer 5,2019-12-23,2019-12
2019-12-20,3,Cre-,,None,,,,,2,4.0,,2019-11-15,NA,2019-12-23 09:35:23 -0800,0,,4.0,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,10:50:12 -0800,10:48:40 -0800,10:51:46 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01.03,,,,,4.8,,10:37:26 -0800,10:38:21 -0800,2,kristenh,SSp5,,Good,SUCCESS,,,SSp,layer 5,2019-12-23,2019-12
2019-12-20,4,Cre-,,None,,,,,2,6.0,,2019-11-15,NA,2019-12-23 09:35:23 -0800,0,,1700.0,,,no,Pilot: None,nucleus_present,-45.0,-45.0,,,,11:14:22 -0800,11:12:57 -0800,11:16:24 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.10.01.04,,,,,4.5,,11:06:27 -0800,11:07:15 -0800,2,kristenh,SSp2/3,,Good,SUCCESS,,,SSp,layer 2/3,2019-12-23,2019-12
2019-12-20,4,Cre+,,None,,,,,3,1.0,31,2019-11-15,NA,2019-12-23 10:06:29 -0800,56.7,,10,cell became very swollen,Cell Swelled,NA,Pilot: None,nucleus_absent,-33.0,-33.0,,,,10:31:41 -0800,10:29:40 -0800,10:33:41 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02.01,,,,,3.3,,10:18:52 -0800,10:21:26 -0800,3,jessicat,RSPd5,part of the RSP(v) cut off ,Damaged,SUCCESS,Ended After C1,,RSPd,layer 5,2019-12-23,2019-12
2019-12-20,2,Cre+,,None,,,,,2,2.0,53,2019-11-15,NA,2019-12-23 10:06:29 -0800,49.4,,5,,,NA,Pilot: None,nucleus_absent,-35.0,-35.0,,,,10:50:13 -0800,10:49:21 -0800,10:56:19 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02.02,,,,,3.7,,10:40:10 -0800,10:42:03 -0800,3,jessicat,RSPd2/3,part of the RSP(v) cut off ,Damaged,SUCCESS,"Patch/Cell Unstable,Cell Depolarized,Cell Hyperpolarized,Ended After C1",,RSPd,layer 2/3,2019-12-23,2019-12
2019-12-20,1,Cre+,,None,,,,,2,3.0,,2019-11-15,NA,2019-12-23 10:06:29 -0800,36.2,,9,,,NA,Pilot: None,nucleus_absent,-27.0,0.0,,,,11:16:03 -0800,11:15:57 -0800,11:16:04 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2019-12-23,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-502985.09.02.03,could not pass ramp; one good sweep from ramp,,,,3.6,,11:04:01 -0800,11:06:52 -0800,3,jessicat,RSPv6a,part of the RSP(v) cut off ,Damaged,SUCCESS,"Cell Depolarized,Ended After C1",,RSPv,layer 6a,2019-12-23,2019-12
2019-12-20,3,Cre+,,None,,,,,3,3.0,,2019-11-15,NA,2019-12-23 12:13:40 -0800,0,,4.0,,Cell Dimmed,no,Pilot: None,nucleus_absent,-40.0,-40.0,,,,12:46:50 -0800,12:44:37 -0800,12:47:42 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2019-12-23,Slc17a8-iCre;Ai14-502476.09.01,Slc17a8-iCre;Ai14-502476.09.01.01,ramp failed because it wasn't firing,,,,4.6,,12:33:22 -0800,12:34:27 -0800,2,kristenh,RSPd5,,Good,SUCCESS,,,RSPd,layer 5,2019-12-23,2019-12
2020-01-02,3,Cre-,,None,,,,,3,4.0,,2019-11-15,NA,2020-01-03 10:47:54 -0800,0,,4.0,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,11:23:30 -0800,11:19:21 -0800,11:26:11 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-03,Gad2-IRES-Cre;Ai14-504539.09.01,Gad2-IRES-Cre;Ai14-504539.09.01.01,,,,,4.2,,11:14:08 -0800,11:15:14 -0800,2,kristenh,SSp5,,Good,SUCCESS,,,SSp,layer 5,2020-01-03,2020-01
2020-01-02,5,Cre-,,None,,,,,3,5.0,,2019-11-15,NA,2020-01-03 13:00:26 -0800,0,,2000.0,,,no,Pilot: None,nucleus_present,-55.0,-55.0,,,,13:50:05 -0800,13:47:03 -0800,13:51:37 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-03,Pvalb-IRES-Cre;Ai14-504851.10.01,Pvalb-IRES-Cre;Ai14-504851.10.01.02,,,,,4.1,,13:42:48 -0800,13:43:53 -0800,2,kristenh,RSPd5,,Damaged,SUCCESS,,,RSPd,layer 5,2020-01-03,2020-01
2020-01-02,4,Cre-,,None,,,,,3,4.0,,2019-11-15,NA,2020-01-03 13:00:26 -0800,0,,4.0,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,13:29:50 -0800,13:27:22 -0800,13:31:47 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-03,Pvalb-IRES-Cre;Ai14-504851.10.01,Pvalb-IRES-Cre;Ai14-504851.10.01.01,,,,,4.3,,13:22:00 -0800,13:22:40 -0800,2,kristenh,RSPd5,,Damaged,SUCCESS,,,RSPd,layer 5,2020-01-03,2020-01
2020-01-02,4,Cre-,,None,,,,,3,1.0,4-24,2019-11-15,NA,2020-01-03 14:19:06 -0800,0,,7,,,no,Pilot: None,nucleus_absent,-55.0,-55.0,,,,14:43:25 -0800,14:38:51 -0800,14:44:32 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-03,Pvalb-IRES-Cre;Ai14-504851.11.02,Pvalb-IRES-Cre;Ai14-504851.11.02.01,ramp not coming back to baseline,,,,4.7,,14:27:34 -0800,14:28:36 -0800,2,kristenh,SSp5,,Good,SUCCESS,,,SSp,layer 5,2020-01-03,2020-01
2020-01-03,2,Cre-,,None,,,,,1,3.0,23,2019-11-15,NA,2020-01-03 15:08:26 -0800,55,,10.0,,,NA,Pilot: None,nucleus_absent,-30.0,-40.0,,,,16:03:18 -0800,16:00:39 -0800,16:09:59 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-03,Pvalb-IRES-Cre;Ai14-504851.12.01,Pvalb-IRES-Cre;Ai14-504851.12.01.01,,,,,3.3,,15:51:25 -0800,15:52:45 -0800,3,jessicat,SSp2/3,,Good,SUCCESS,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Ended After C1",,SSp,layer 2/3,2020-01-03,2020-01
2020-01-03,1,Cre-,,None,,,,,1,5.0,,2019-11-15,NA,2020-01-06 14:34:24 -0800,0,,50.0,decent fill; decending,,no,Pilot: None,nucleus_absent,-35.0,-35.0,,,,15:44:08 -0800,15:43:57 -0800,15:46:24 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-06,Vip-IRES-Cre;Ai14-504181.11.01,Vip-IRES-Cre;Ai14-504181.11.01.01,no rec-morph only,,,,4.0,,15:40:26 -0800,15:42:27 -0800,7,jessicat,SSp5,damage in RSP,Damaged,SUCCESS,,,SSp,layer 5,2020-01-06,2020-01
2020-01-03,1,Cre-,,None,,,,,1,2.0,,2019-11-15,NA,2020-01-06 15:59:07 -0800,64.1,,20,,,no,Pilot: None,nucleus_absent,-7.0,0.0,,,,16:33:00 -0800,16:32:42 -0800,16:36:33 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-06,Vip-IRES-Cre;Ai14-504181.12.02,Vip-IRES-Cre;Ai14-504181.12.02.02,"no rec, morph only",,,,3.8,,16:26:20 -0800,16:28:48 -0800,7,jessicat,RSPv5,,Good,SUCCESS,,,RSPv,layer 5,2020-01-06,2020-01
2020-01-06,3,Cre-,,None,,,,,2,1.0,,2019-11-15,NA,2020-01-07 09:37:10 -0800,75.3,,6.4,bad fill,,no,Pilot: None,nucleus_absent,-22.0,-22.0,,,,10:11:15 -0800,10:08:51 -0800,10:13:08 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.08.06,Gad2-IRES-Cre;Ai14-504549.08.06.01,,,,,3.4,,10:02:37 -0800,10:04:18 -0800,7,jessicat,ORB5,,Good,SUCCESS,"Cell Depolarized,Ended After C1",,ORB,layer 5,2020-01-07,2020-01
2020-01-06,1,Cre-,,None,,,,,1,3.0,,2019-11-15,NA,2020-01-07 09:37:10 -0800,56.1,,4.5,could not seal up,Cell Swelled,no,Pilot: None,nucleus_absent,0.0,0.0,,,,11:01:52 -0800,11:01:51 -0800,11:05:07 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.08.06,Gad2-IRES-Cre;Ai14-504549.08.06.03,"did not record from cell-proceeded to fill/morpho
-marked as successful rec.",,,,4.4,,10:57:18 -0800,10:58:48 -0800,7,jessicat,MOp5,,Good,SUCCESS,,,MOp,layer 5,2020-01-07,2020-01
2020-01-06,2,Cre-,,None,,,,,1,2.0,,2019-11-15,NA,2020-01-07 09:37:10 -0800,69.5,,10.0,"bad fill-difficult retraction:slice unhealthy, looks like pipette gets caught in debris around cell",,no,Pilot: None,nucleus_absent,-21.0,-21.0,,,,10:31:10 -0800,10:30:26 -0800,10:34:17 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.08.06,Gad2-IRES-Cre;Ai14-504549.08.06.02,,,,,3.4,,10:24:00 -0800,10:26:59 -0800,7,jessicat,MOp5,,Good,SUCCESS,Ended After C1,,MOp,layer 5,2020-01-07,2020-01
2020-01-06,3,Cre-,,None,,,,,3,2.0,4-12,2019-11-15,NA,2020-01-07 09:51:33 -0800,0,,6.0,,,no,Pilot: None,nucleus_absent,-45.0,-45.0,,,,10:20:22 -0800,10:18:12 -0800,10:21:17 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.07.06,Gad2-IRES-Cre;Ai14-504549.07.06.01,,,,,4.0,,10:04:38 -0800,10:05:30 -0800,2,kristenh,ORB5,,Good,SUCCESS,,,ORB,layer 5,2020-01-07,2020-01
2020-01-06,4,Cre-,,None,,,,,3,3.0,4-30,2019-11-15,NA,2020-01-07 09:51:33 -0800,0,,7.0,,,no,Pilot: None,nucleus_absent,-45.0,-45.0,,,,10:37:15 -0800,10:33:55 -0800,10:39:26 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.07.06,Gad2-IRES-Cre;Ai14-504549.07.06.02,issues with auto bias current,,,,3.8,,10:26:55 -0800,10:27:47 -0800,2,kristenh,MOp5,,Good,SUCCESS,,,MOp,layer 5,2020-01-07,2020-01
2020-01-06,4,Cre-,,None,,,,,3,4.0,,2019-11-15,NA,2020-01-07 09:51:33 -0800,0,,13.0,,,no,Pilot: None,nucleus_absent,-45.0,-35.0,,,,10:59:09 -0800,10:58:18 -0800,11:00:01 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-07,Gad2-IRES-Cre;Ai14-504549.07.06,Gad2-IRES-Cre;Ai14-504549.07.06.03,,,,,3.7,,10:49:15 -0800,10:49:57 -0800,2,kristenh,MOp2/3,,Good,SUCCESS,,,MOp,layer 2/3,2020-01-07,2020-01
2020-01-06,3,Cre-,,None,,,,,1,4.0,,2019-11-15,NA,2020-01-07 14:23:55 -0800,62.5,,10.0,,,NA,Pilot: None,nucleus_absent,-53.0,-53.0,,,,15:42:34 -0800,15:40:40 -0800,15:50:03 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-07,Slc32a1-IRES-Cre;Ai14-504558.11.01,Slc32a1-IRES-Cre;Ai14-504558.11.01.03,,,,,3.8,,15:35:00 -0800,15:36:09 -0800,7,jessicat,RSPv5,,Good,SUCCESS,"Patch Became Leaky,Cell Depolarized,Ended After C1",,RSPv,layer 5,2020-01-07,2020-01
2020-01-07,2,Cre-,,None,,,,,2,3.0,,2019-11-15,NA,2020-01-09 09:20:23 -0800,46.1,,10.0,seal became unstable from excessive disturbance on rig 3-lost cell,,no,Pilot: None,nucleus_absent,-47.0,-55.0,,,,11:06:15 -0800,11:04:32 -0800,11:10:20 -0800,,,,,NA,2.0.8,,2019-10-28,,,,,2020-01-09,Gad2-IRES-Cre;Ai14-504550.09.06,Gad2-IRES-Cre;Ai14-504550.09.06.02,,,,,3.1,,10:57:33 -0800,10:59:25 -0800,7,jessicat,ORB5,"slice looks great

repositioned harpstring to optimize target regions ",Good,SUCCESS,"Access Resistance Increased,Ended After C1",,ORB,layer 5,2020-01-09,2020-01
2020-01-07,1,Cre-,,None,,,,,2,3.0,,2019-11-15,NA,2020-01-09 12:35:45 -0800,35.9,,10.0,nucleus really large-toggled with pressure,,NA,Pilot: None,nucleus_absent,-57.0,-57.0,,,,14:34:23 -0800,14:32:41 -0800,14:39:31 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-09,Slc32a1-IRES-Cre;Ai14-504559.09.01,Slc32a1-IRES-Cre;Ai14-504559.09.01.02,,,,,3.4,,14:24:50 -0800,14:26:25 -0800,7,jessicat,SSp5,,Good,SUCCESS,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Ended After C1",,SSp,layer 5,2020-01-09,2020-01
2020-01-08,4,Cre-,,None,,,,,4,1.0,,2019-11-15,NA,2020-01-09 13:12:17 -0800,60.0,,10.0,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,13:26:27 -0800,13:24:37 -0800,13:27:18 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-09,Slc32a1-IRES-Cre;Ai14-504559.10.02,Slc32a1-IRES-Cre;Ai14-504559.10.02.01,,,,,3.8,,13:19:51 -0800,13:20:55 -0800,2,kristenh,RSPv2/3,,Damaged,SUCCESS,,,RSPv,layer 2/3,2020-01-09,2020-01
2020-01-08,4,Cre-,,None,,,,,3,4.0,,2019-11-15,NA,2020-01-09 13:12:17 -0800,53.7,,5.0,,,no,Pilot: None,nucleus_absent,-55.0,-55.0,,,,13:48:34 -0800,13:47:07 -0800,13:50:07 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-09,Slc32a1-IRES-Cre;Ai14-504559.10.02,Slc32a1-IRES-Cre;Ai14-504559.10.02.02,,,,,4.8,,13:42:38 -0800,13:43:22 -0800,2,kristenh,RSPd5,,Damaged,SUCCESS,,,RSPd,layer 5,2020-01-09,2020-01
2020-01-08,3,Cre-,,None,,,,,3,3.0,,2019-11-15,NA,2020-01-09 13:56:12 -0800,29.2,,4,,,no,Pilot: None,nucleus_absent,-50.0,-50.0,,,,14:55:19 -0800,14:52:19 -0800,14:56:33 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-09,Slc32a1-IRES-Cre;Ai14-504559.11.01,Slc32a1-IRES-Cre;Ai14-504559.11.01.03,,,,,3.9,,14:43:44 -0800,14:44:50 -0800,2,kristenh,SSp5,,Good,SUCCESS,,,SSp,layer 5,2020-01-09,2020-01
2020-01-07,2,Cre-,,None,,,,,3,1.0,,2019-11-15,NA,2020-01-09 15:01:10 -0800,44.3,,3000.0,,,NA,Pilot: None,nucleus_absent,-45.0,-45.0,,,,15:31:28 -0800,15:27:22 -0800,15:38:44 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-09,Sncg-IRES2-FlpO-neo;Ai65F-505711.10.01,Sncg-IRES2-FlpO-neo;Ai65F-505711.10.01.01,recording performed by ramr,,,,4.1,,15:18:20 -0800,15:20:22 -0800,7,jessicat,RSPv5,,Good,SUCCESS,Ended After C1,,RSPv,layer 5,2020-01-09,2020-01
2020-01-07,1,Cre-,,None,,,,,3,2.0,,2019-11-15,NA,2020-01-09 15:01:10 -0800,54.3,,8.0,,,no,Pilot: None,nucleus_absent,-46.0,-46.0,,,,16:00:41 -0800,15:59:53 -0800,16:02:24 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-09,Sncg-IRES2-FlpO-neo;Ai65F-505711.10.01,Sncg-IRES2-FlpO-neo;Ai65F-505711.10.01.02,reran at -60 mV early in C1,,,,3.5,,15:51:37 -0800,15:52:45 -0800,7,jessicat,RSPd5,,Good,SUCCESS,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Ended After C1",,RSPd,layer 5,2020-01-09,2020-01
2020-01-09,1,Cre+,,None,,,,,1,7.0,,2019-11-15,NA,2020-01-10 09:53:22 -0800,44.5,,5.0,very large cell,Cell Swelled,NA,Pilot: None,nucleus_absent,-75.0,-75.0,,,,11:40:24 -0800,11:39:11 -0800,11:43:09 -0800,,,,,NA,2.0.8,,2019-10-28,,,,,2020-01-10,Gad2-IRES-Cre;Ai14-504551.08.06,Gad2-IRES-Cre;Ai14-504551.08.06.01,"cell was fluorescent-very faint, but light wasn't turned up

noisy",,,,3.4,,11:31:16 -0800,11:34:29 -0800,7,jessicat,MOp5,,Damaged,SUCCESS,"Patch Became Leaky,Cell Depolarized,Ended After C1",,MOp,layer 5,2020-01-10,2020-01
2020-01-09,4,Cre-,,None,,,,,3,3.0,,2019-11-15,NA,2020-01-10 12:56:32 -0800,46.3,,8.0,,,no,Pilot: None,nucleus_absent,-55.0,-55.0,,,,13:34:12 -0800,13:30:29 -0800,13:35:48 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-10,Slc32a1-IRES-Cre;Ai14-504560.11.01,Slc32a1-IRES-Cre;Ai14-504560.11.01.02,,,,,3.8,,13:25:57 -0800,13:26:35 -0800,2,kristenh,RSPd5,,Good,SUCCESS,,,RSPd,layer 5,2020-01-10,2020-01
2020-01-09,4,Cre-,,None,,,,,4,1.0,,2019-11-15,NA,2020-01-10 12:56:32 -0800,54.5,,12.0,,,no,Pilot: None,nucleus_absent,-55.0,-55.0,,,,13:08:41 -0800,13:05:47 -0800,13:11:09 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-10,Slc32a1-IRES-Cre;Ai14-504560.11.01,Slc32a1-IRES-Cre;Ai14-504560.11.01.01,,,,,3.7,,13:01:58 -0800,13:02:54 -0800,2,kristenh,RSPd5,,Good,SUCCESS,,,RSPd,layer 5,2020-01-10,2020-01
2020-01-09,4,Cre-,,None,,,,,3,4.0,,2019-11-15,NA,2020-01-10 12:56:32 -0800,56.7,,4.0,,,no,Pilot: None,nucleus_absent,-55.0,-55.0,,,,13:50:37 -0800,13:47:34 -0800,13:52:11 -0800,,,,,Yes,2.0.8,,2019-10-28,,,,,2020-01-10,Slc32a1-IRES-Cre;Ai14-504560.11.01,Slc32a1-IRES-Cre;Ai14-504560.11.01.03,,,,,3.5,,13:43:12 -0800,13:43:52 -0800,2,kristenh,SSp5,,Good,SUCCESS,,,SSp,layer 5,2020-01-10,2020-01
2020-01-09,5,Cre-,,None,,,,,3,1.0,Forgot to record expend sweep,2019-11-15,NA,2020-01-10 15:17:31 -0800,53.3,,10,,,NA,Pilot: None,nucleus_absent,-49.0,-44.0,,,,15:39:35 -0800,15:36:24 -0800,15:51:05 -0800,,,,,No,2.0.8,,2019-10-28,,,,,2020-01-10,Sncg-IRES2-FlpO-neo;Ai65F-505713.12.02,Sncg-IRES2-FlpO-neo;Ai65F-505713.12.02.01,#freshelectrode,,,,3.7,,15:26:34 -0800,15:27:58 -0800,3,katherineb,MOp5,,Damaged,SUCCESS,Access Resistance Increased,,MOp,layer 5,2020-01-10,2020-01
