Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,cell health,Slice notes,extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,extraction.nucleus,extraction.extractionObservations,extraction.sampleObservations,extraction.extractionNotes,extraction.timeExtractionStart,extraction.timeExtractionEnd,extraction.timeRetractionEnd,recording.pipetteR,successNotes,qcNotes,acsfProductionDate,Tube_ID,"Biocytin
",Well ID #,Lims tube id,,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA total conc. (pg/uL),BA total yield (pg),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Genes detected,case,Notes,Date mapped,Max.node,Node.correlation,Max.leaf,Leaf.correlation,Max.node.is.leaf.,3-modality candidate,63x completed,Reconstructed (link),3-M example picked by JT,Ephys + transcriptomics example by JT,needs 63x image,prioritize for reconstruction (JT),prioritize for reconstruction (TB),"Mapped.node (20170202_MTG_exclH16_24_005_1, no glia)","Top.leaf (20170202_MTG_exclH16_24_005_1, no glia)",sdLGN,height,h.sdLGN,Resolution.index (to leaf),exp_component_name,cluster (20170619_MTG_patchseq),SdLGN (20170619_MTG_patchseq),Height (20170619_MTG_patchseq),H_SdLGN (20170619_MTG_patchseq),MarkerGenes_TopNode (20170619_MTG_patchseq),TopLeaf (20170619_MTG_patchseq),MaxLeafSdLGN (20170619_MTG_patchseq),cluster (20170619_MTG_patchseq),Score (20170627_MTG_patchseq),Height (20170627_MTG_patchseq),H_Score (20170627_MTG_patchseq),MarkerGenes_TopNode (20170627_MTG_patchseq),TopLeaf (20170627_MTG_patchseq),MaxLeafScore (20170627_MTG_patchseq),exp_component_name,Internal version,Takara RNAse inhibitor
181120,PE,2,H18.06.368.12.03.01.02,,,,Vortexing,No,None,4:09 PM,5:02:55 PM,17:04:00,,,90.2,H18.06.368.12.03.01,3,4,"#micropipette 1.8

accidentally hit ""done with this tissue"" after 3rd pipette so had to reload WSE.",-36,-50,nucleus_present,5000,no,,,Too Deep,Small Bubbles,,,17:18:11,,17:20:05,4.3,652,,,PES4_181120_652_A01,PES4_181120_652_A01,A8S4_181128_07_C12,1972,23661,,,,,74%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patch/Cell Unstable,Cell Hyperpolarized,Rheobase Changed","#eppendorf .5

#contact

looks like a bit of pipette offset drift... something really scary happened in sweep 99"
181120,PE,2,H18.06.368.12.03.01.03,,,,Vortexing,Yes,None,4:09 PM,5:52:13 PM,17:53:32,TCx,2,85,H18.06.368.12.03.01,3,3,"#micropipette 1.8

accidentally hit ""done with this tissue"" after 3rd pipette so had to reload WSE.",-33,-40,nucleus_present,2500,no,,,,No Bubbles,,,18:07:01,,18:10:38,3.5,653,,,PES4_181120_653_A01,PES4_181120_653_A01,A8S4_181128_07_D12,2801,33609,,,,,80%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Ended After C1","#eppendorf .5

#contact

Looks like there might be more measurement error issues here. Maybe some of the contents of the cytosol getting sucked into the pipette by the small amount of negative pressure I use caused issues?

stopped recording after c1 because I felt like the results would not be valid after that point."
181120,PE,2,H18.06.368.12.03.01.05,,,,Vortexing,No,None,4:09 PM,8:03:05 PM,20:05:13,TCx,3,47.4,H18.06.368.12.03.01,3,2,"#micropipette 1.8

accidentally hit ""done with this tissue"" after 3rd pipette so had to reload WSE.",-38,-51,nucleus_present,15,intentionally,,,Cell Disappeared,No Bubbles,,,20:39:46,,20:41:02,4.7,654,,,PES4_181120_654_A01,PES4_181120_654_A01,A8S4_181128_07_E12,1794,21524,,,,,62%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Cell Hyperpolarized,Rheobase Changed","#eppendorf .6

#nocontact

cell started depolarized and then became more and more polarized. Was having difficulty passing qc due to long square rheobase being less than 10 pA. Eventually cell stabilized and was able to get through c2.
"
181120,PE,2,H18.06.368.12.03.01.06,,,,Vortexing,Yes,None,4:09 PM,9:07:03 PM,21:10:00,TCx,3,96.3,H18.06.368.12.03.01,2,3,"#micropipette 1.8

accidentally hit ""done with this tissue"" after 3rd pipette so had to reload WSE.",-33,-47,nucleus_present,2000,no,,,Too Deep,Small Bubbles,,,21:24:23,,21:26:13,4.3,655,,,PES4_181120_655_A01,PES4_181120_655_A01,A8S4_181128_07_F12,2785,33420,,,,,74%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patch/Cell Unstable,Rheobase Changed","#eppendorf .9

added .5 uL because electrode connection was bad

#contact

changed scaling on pink noise sweep - suspect holding current is causing this since the seal is still good"
181120,PE,2,H18.06.368.11.14.01.02,,,,None,,None,11:02 PM,12:42:44 AM,0:43:27,TCx,3,83.4,H18.06.368.11.14.01,1,2,#micropipette 2,-36,-52,nucleus_present,2500,no,,,Too Deep,No Bubbles,,,0:52:10,,0:58:10,5.2,656,,,PES4_181120_656_A01,PES4_181120_656_A01,A8S4_181128_07_G12,2031,24367,,,,,70%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patch/Cell Unstable,Cell Depolarized,Cell Hyperpolarized,Ended After C1","#eppendorf .8

#contact"
181120,PF,5,H18.06.368.11.10.01.01,,,,None,,None,8:37 PM,10:44:54 PM,1.416666667,,,105.8,H18.06.368.11.10.01,1,3,,-40,-50,nucleus_present,30,no,,,,1.283333333,9.766666667,,4.1,,,20181119,701,0.5,EPhys_181119_01_B01_H,PFS4_181120_701_A01,PFS4_181120_701_A01,A8S4_181128_07_H12,1669,20030,,,,,53%,Pass,,,pass,,,,,H18.06.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.01,,,,Channel_Recording,,None,7:16 PM,12:06:28 AM,2.05,,,55.7,H18.03.322.11.10.01,3,3,,-40,-40,nucleus_present,1000,no,,,,1.133333333,1.466666667,,5,,,20181126,51,0.5,EPhys_181126_02_A03_H,P2S4_181127_051_A01,P2S4_181127_051_A01,A8S4_181213_07_C04,1048,12578,,,,,56%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.04,,,,None,,None,7:16 PM,9:08:09 PM,1.333333333,,,58,H18.03.322.11.10.01,3,3,,-45,-52,nucleus_absent,0,no,,,,1.433333333,4.966666667,,5.5,,,20181126,52,0.5,,P2S4_181127_052_A01,P2S4_181127_052_A01,A8S4_181213_07_D04,1691,20293,,,,,98%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.05,,,,None,,None,7:16 PM,9:28:15 PM,1.05,,,91.3,H18.03.322.11.10.01,3,3,,-60,-60,nucleus_absent,0,no,,,,1.716666667,2.5,,5.1,,nan Couldn't get cell to pass X5SP_Search for unknown reason.,20181126,53,0.5,,P2S4_181127_053_A01,P2S4_181127_053_A01,A8S4_181213_07_E04,3151,37809,,,,,77%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.06,,,,Channel_Recording,,None,7:16 PM,9:48:38 PM,0.85,TCx,2,73.7,H18.03.322.11.10.01,3,3,,-51,-51,nucleus_present,3000,no,,,,1.166666667,1.383333333,,5,,,20181126,54,0.5,,P2S4_181127_054_A01,P2S4_181127_054_A01,A8S4_181213_07_F04,2330,27958,,,,,73%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.07,,,,Channel_Recording,,None,7:16 PM,10:18:42 PM,1.533333333,,,56.9,H18.03.322.11.10.01,3,4,,-50,-50,nucleus_present,2500,no,,,,1.45,2.1,,4.3,,,20181126,55,0.5,,P2S4_181127_055_A01,P2S4_181127_055_A01,A8S4_181213_07_G04,2960,35524,,,,,71%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.08,,,,Channel_Recording,,None,7:16 PM,10:49:19 PM,1.266666667,,,82.3,H18.03.322.11.10.01,3,4,,-50,-50,nucleus_present,2000,no,,,,1.116666667,1.983333333,,4.8,,,20181126,56,0.5,,P2S4_181127_056_A01,P2S4_181127_056_A01,A8S4_181213_07_H04,705,8454,,,,,60%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P2,6,H18.03.322.11.10.01.09,,,,Channel_Recording,,None,7:16 PM,11:18:12 PM,1.15,,,95.4,H18.03.322.11.10.01,3,3,,-50,-50,nucleus_present,1500,no,,,,1.066666667,2.333333333,,5,,,20181126,57,0.5,,P2S4_181127_057_A01,P2S4_181127_057_A01,A8S4_181213_07_A05,2553,30636,,,,,66%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.01,,,,None,,None,7:03 PM,7:18:32 PM,1.483333333,TCx,2,52,H18.03.322.11.11.01,4,2,,-40,-40,nucleus_present,1500,no,,,,1.1,3.966666667,,4.2,,Patch Became Leaky leaky during ramps,20181126,357,0.5,EPhys_181126_02_A01_H,P8S4_181127_357_A01,P8S4_181127_357_A01,A8S4_181213_07_H05,1362,16344,,,,,64%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.02,,,,Channel_Recording,,None,7:03 PM,7:56:03 PM,0.8,TCx,3,40,H18.03.322.11.11.01,3,3,,-40,-40,nucleus_present,2500,no,,,,3.033333333,1.416666667,,4.7,,,20181126,358,0.5,,P8S4_181127_358_A01,P8S4_181127_358_A01,A8S4_181213_07_A06,4619,55427,,,,,69%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.03,,,,Channel_Recording,,None,7:03 PM,8:33:57 PM,1.683333333,TCx,3,50,H18.03.322.11.11.01,3,4,,-55,-55,nucleus_present,1500,no,,,,4.783333333,2.033333333,,3.9,,,20181126,359,0.5,,P8S4_181127_359_A01,P8S4_181127_359_A01,A8S4_181213_07_B06,4622,55465,,,,,77%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.04,,,,Channel_Recording,,None,7:03 PM,9:15:40 PM,1.383333333,TCx,3,52,H18.03.322.11.11.01,3,4,,-40,-40,nucleus_present,2000,no,,,,2.733333333,1.8,,4.2,,,20181126,360,0.5,,P8S4_181127_360_A01,P8S4_181127_360_A01,A8S4_181213_07_C06,2306,27673,,,,,73%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.05,,,,Channel_Recording,,None,7:03 PM,9:51:20 PM,1.016666667,TCx,3,48,H18.03.322.11.11.01,3,4,,-60,-60,nucleus_present,2000,no,,,,3.666666667,6.016666667,,5.5,,,20181126,361,0.5,,P8S4_181127_361_A01,P8S4_181127_361_A01,A8S4_181213_07_D06,3777,45323,,,,,78%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,P8,7,H18.03.322.11.11.01.06,,,,Channel_Recording,,None,7:03 PM,10:24:19 PM,1.866666667,TCx,3,35,H18.03.322.11.11.01,3,3,,-50,-50,nucleus_present,2000,no,,,,2.7,2.9,,5.4,,Cell Depolarized depolarized during extraction,20181126,362,0.5,,P8S4_181127_362_A01,P8S4_181127_362_A01,A8S4_181213_07_E06,2956,35477,,,,,61%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.01,,,,Vortexing,Yes,None,7:01 PM,7:37:16 PM,1.25,,,102.3,H18.03.322.11.03.01,5,5,#micropipette 2,-36,-49,nucleus_present,3000,no,,,,3.116666667,2,,4.5,,"nan #review

#eppendorf .7

#contact

failed short square because amp failed to inject enough current

I got the cell to fire at 1900 pA with triples

Shore square rheo should have been 1900pA (coarse) X5sp got it to fire at this value when I reran it after finishing c2, but somehow autofailed anyway???",20181126,654,0.5,EPhys_181126_02_A02_H,PES4_181127_654_A01,PES4_181127_654_A01,A8S4_181213_07_B07,1324,15893,,,,,69%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.02,,,,Vortexing,No,None,7:01 PM,8:29:18 PM,0.9,,,68.8,H18.03.322.11.03.01,4,5,#micropipette 2,-36,-51,nucleus_present,4000,no,,,,2.016666667,1.45,,4.9,,"Rheobase Changed #eppendorf .7

#contact

reran pink noise a few times since rheobase was a bit off",20181126,655,0.5,,PES4_181127_655_A01,PES4_181127_655_A01,A8S4_181213_07_C07,535,6415,,,,,65%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.04,,,,Vortexing,Yes,None,7:01 PM,9:24:53 PM,0.616666667,TCx,2,54.5,H18.03.322.11.03.01,4,5,#micropipette 2,-26,-47,nucleus_present,15,intentionally,,,,1.1,1.866666667,,4.8,,"nan #eppendorf .8

#contact",20181126,656,0.5,,PES4_181127_656_A01,PES4_181127_656_A01,A8S4_181213_07_D07,1180,14165,,,,,65%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.05,,,,Vortexing,No,None,7:01 PM,10:03:25 PM,0.716666667,,,101.1,H18.03.322.11.03.01,4,5,#micropipette 2,-37,-50,nucleus_present,15,intentionally,,,Cell Disappeared No Bubbles The nucleus popped out of the cell and onto my pipette tip. Moving too fast! No Alexa fill visible.,1.7,1.65,,4,,"nan #eppendorf .6

#nocontact",20181126,657,0.5,,PES4_181127_657_A01,PES4_181127_657_A01,A8S4_181213_07_E07,1561,18731,,,,,72%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.06,,,,Vortexing,Yes,None,7:01 PM,10:26:12 PM,1.25,,,64.9,H18.03.322.11.03.01,3,3,#micropipette 2,-25,-44,nucleus_present,3000,no,,,,2.35,1.75,,1.3,,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized #eppendorf .5

#contact

Cell was depolarized and spontaneously firing a bit, but seemed otherwise healthy, so held at -70 mV while recording",20181126,658,0.5,,PES4_181127_658_A01,PES4_181127_658_A01,A8S4_181213_07_F07,1060,12718,,,,,71%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181127,PE,2,H18.03.322.11.03.01.08,,,,Vortexing,No,None,7:01 PM,11:18:46 PM,1.666666667,,,62.1,H18.03.322.11.03.01,3,4,#micropipette 2,-32,-50,nucleus_present,4000,no,,,,1.383333333,1.416666667,,4.7,,"nan #review

#eppendorf .6

#contact",20181126,659,0.5,,PES4_181127_659_A01,PES4_181127_659_A01,A8S4_181213_07_G07,1485,17821,,,,,71%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PA,1,H18.03.322.11.09.01.02,,,,Vortexing,Yes,None,7:48 AM,9:11:52 AM,3.883333333,,,64.1,H18.03.322.11.09.01,2,2,#Health,-50,-50,nucleus_present,2000,no,,,nan No Bubbles #Nuc-visible,2.8,2.95,,5.3,,,20181127,451,0.5,EPhys_181126_02_A04_H,PAS4_181128_451_A01,PAS4_181128_451_A01,A8S4_181213_07_E08,671,8048,,,,,60%,Fail,,,fail,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PA,1,H18.03.322.11.09.01.04,,,,Vortexing,No,None,7:48 AM,12:10:31 PM,2.466666667,TCx,2,48.6,H18.03.322.11.09.01,1,3,#Health,-50,-50,nucleus_present,70,not_intentionally,,,Cell Shrunk Small Bubbles #Pnuc-visible,0.633333333,1.383333333,,3.6,,,20181127,452,0.5,,PAS4_181128_452_A01,PAS4_181128_453_A01,A8S4_181213_07_G08,1052,12625,,,,,69%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PA,1,H18.03.322.11.09.01.05,,,,Vortexing,Yes,None,7:48 AM,12:33:44 PM,4.033333333,,,65.7,H18.03.322.11.09.01,1,2,#Health,-50,-50,nucleus_present,1500,not_intentionally,,,nan No Bubbles #Nuc-leak,0.55,4.366666667,,4.3,,"Cell Depolarized,Ended After C1 X5 sweep failed multiple times. Skipped X5 and X6 sweeps. X5 failed due to desired DAScale step size of 10 pA but only 100pA.",20181127,453,0.5,,PAS4_181128_453_A01,PAS4_181128_454_A01,,,,,,,,,,,,,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PB,3,H18.03.322.11.16.01.01,,,,None,,None,10:52 AM,12:23:57 PM,1.85,TCx,1,70,H18.03.322.11.16.01,3,3,WSE would not start MIES (had to reset the computer),-30,-30,nucleus_present,1000,no,,,,3.45,0,,3.5,,,20181127,501,0.5,EPhys_181126_02_B01_H,PBS4_181128_501_A01,PBS4_181128_501_A01,A8S4_181213_07_H08,1572,18859,,,,,71%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PB,3,H18.03.322.11.16.01.02,,,,None,,None,10:52 AM,12:54:12 PM,2.316666667,TCx,1,70,H18.03.322.11.16.01,3,2,WSE would not start MIES (had to reset the computer),-30,-30,nucleus_present,58,no,,,,1.116666667,0.283333333,,3,,,20181127,502,0.5,,PBS4_181128_502_A01,PBS4_181128_502_A01,A8S4_181213_07_A09,295,3546,,,,,51%,Fail,,,fail,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181128,PF,5,H18.03.322.11.15.01.05,,,,None,,None,11:40 AM,2:52:55 PM,1.55,,,88.7,H18.03.322.11.15.01,1,3,,-40,-48,nucleus_present,1500,no,,,,1.65,1.983333333,,3.6,,"nan Bridge/cap decreased and adjusted
C1 + capcheck",20181127,701,0.5,EPhys_181126_02_B02_H,PFS4_181128_701_A01,PFS4_181128_701_A01,A8S4_181213_07_C09,2184,26206,,,,,76%,Pass,,,pass,,,,,H18.03.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P1,4,H18.06.371.11.01.01.02,,,,None,,None,1:55 PM,3:02:37 PM,3:03:21 PM,TCx,2,58.4,H18.06.371.11.01.01,2,4,,-30,-30,nucleus_present,3000,no,,No Bubbles,,15:11:31,15:11:52,15:13:09,3.2,,,12/10/2018,P1S4_181211_001_A01,0.5,,P1S4_181211_P1S4_181211_001_A01_A01,,,,,,,,,,,,,,,,,,H18.06.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.01,,,,Channel_Recording,,None,1:37 PM,2:09:16 PM,2:10:29 PM,TCx,2,56,H18.06.371.13.06.01,4,4,,-50,-50,nucleus_present,1500,no,,No Bubbles,,14:22:55,14:24:53,14:29:20,4.8,,,12/10/2018,P8S4_181211_351_A01,0.5,EPhys_181210_02_A02_H,,P8S4_181211_351_A01,A8S4_181213_07_G12,1553,18642,,,,,70%,Pass,,,pass,,,,,H18.06.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.02,,,,Channel_Recording,,None,1:37 PM,2:53:17 PM,2:54:29 PM,TCx,3,50,H18.06.371.13.06.01,4,4,,-50,-50,nucleus_present,1500,no,,Medium Bubbles,,15:04:51,15:08:07,15:13:09,5.1,,,12/10/2018,P8S4_181211_352_A01,0.5,,,P8S4_181211_352_A01,A8S4_181213_07_H12,1202,14429,,,,,65%,Pass,,,pass,,,,,H18.06.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.03,,,,Channel_Recording,,None,1:37 PM,3:50:22 PM,3:51:33 PM,TCx,2,62,H18.06.371.13.06.01,3,4,,-50,-50,nucleus_present,1500,no,,,,16:00:50,16:03:09,16:09:37,4.7,,,12/10/2018,P8S4_181211_353_A01,0.5,,,P8S4_181211_353_A01,A8S4_181219_10_A01,1637,19644,,,,,74%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.04,,,,Channel_Recording,,None,1:37 PM,4:25:40 PM,4:26:12 PM,TCx,3,40,H18.06.371.13.06.01,3,3,,-55,-55,nucleus_present,1500,no,,,,16:37:20,16:39:08,16:42:35,4.2,"Patch Became Leaky,Cell Hyperpolarized",a bit jumpy,12/10/2018,P8S4_181211_354_A01,0.5,,,P8S4_181211_354_A01,A8S4_181219_10_B01,1203,14442,,,,,77%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.05,,,,Channel_Recording,,None,1:37 PM,5:04:20 PM,5:05:33 PM,TCx,3,42,H18.06.371.13.06.01,3,5,,-50,-50,nucleus_present,1500,no,,,,17:14:17,17:16:41,17:21:30,4.2,,,12/10/2018,P8S4_181211_355_A01,0.5,,,P8S4_181211_355_A01,A8S4_181219_10_C01,1908,22899,,,,,69%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.06,,,,Channel_Recording,,None,1:37 PM,6:46:21 PM,6:47:33 PM,TCx,3,50,H18.06.371.13.06.01,2,4,,-45,-45,nucleus_present,2500,no,,,,18:54:10,18:56:11,18:59:49,4.3,,re did prepulse because of noise,12/10/2018,P8S4_181211_356_A01,0.5,,,P8S4_181211_356_A01,A8S4_181219_10_D01,1247,14959,,,,,69%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.07,,,,None,,None,1:37 PM,7:32:14 PM,7:33:30 PM,TCx,4,41,H18.06.371.13.06.01,2,4,,-40,-40,nucleus_present,1500,intentionally,,,lost channel recording seal,19:40:00,19:41:48,19:44:34,3.6,,,12/10/2018,P8S4_181211_357_A01,0.5,,,P8S4_181211_357_A01,A8S4_181219_10_E01,1176,14111,,,,,71%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.13.06.01.08,,,,Channel_Recording,,None,1:37 PM,7:57:18 PM,7:59:17 PM,TCx,4,41,H18.06.371.13.06.01,2,3,,-30,-30,nucleus_present,1500,no,,,,20:12:24,20:12:54,20:15:20,4,,,12/10/2018,P8S4_181211_358_A01,0.5,,,P8S4_181211_358_A01,A8S4_181219_10_F01,954,11448,,,,,71%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.12.16.01.01,,,,Channel_Recording,,None,8:51 PM,8:59:29 PM,9:00:30 PM,TCx,3,40,H18.06.371.12.16.01,3,3,,-40,-40,nucleus_present,2500,intentionally,,,tails stim broke seal. looks blebby,21:09:25,21:12:01,21:19:13,4.7,,,12/10/2018,P8S4_181211_359_A01,0.5,EPhys_181210_02_B02_H,,P8S4_181211_359_A01,A8S4_181219_10_G01,2167,25998,,,,,69%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.12.16.01.02,,,,Channel_Recording,,None,8:51 PM,10:04:02 PM,10:05:15 PM,TCx,3,46,H18.06.371.12.16.01,2,4,,-55,-55,nucleus_present,1500,no,,,,22:12:54,22:16:27,22:21:05,4.3,,,12/10/2018,P8S4_181211_360_A01,0.5,,,P8S4_181211_360_A01,A8S4_181219_10_H01,2016,24190,,,,,65%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,P8,7,H18.06.371.12.16.01.03,,,,Channel_Recording,,None,8:51 PM,10:37:51 PM,10:39:01 PM,TCx,3,46,H18.06.371.12.16.01,2,4,,-50,-50,nucleus_present,2000,no,,,,22:47:31,22:50:58,22:54:48,3.9,,,12/10/2018,P8S4_181211_361_A01,0.5,,,P8S4_181211_361_A01,A8S4_181219_10_A03,1611,19330,,,,,74%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,PA,1,H18.06.371.13.03.01.01,,,,Vortexing,Yes,None,2:37 PM,2:56:14 PM,2:58:11 PM,TCx,2,63.7,H18.06.371.13.03.01,4,4,#Health,-40,-40,nucleus_present,2000,no,,No Bubbles,#ND,15:06:20,15:08:43,15:12:42,4.7,"Patch Became Leaky,Ended After C1",Ended after core 2.,12/10/2018,PAS4_181211_451_A01,0.5,EPhys_181210_02_A04_H,,PAS4_181211_451_A01,A8S4_181219_10_B03,1200,14395,,,,,57%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,PA,1,H18.06.371.13.03.01.02,,,,Vortexing,No,None,2:37 PM,3:30:11 PM,3:32:26 PM,,,55.5,H18.06.371.13.03.01,4,2,#Health,-40,-40,nucleus_present,2000,no,,No Bubbles,#NL,15:38:02,15:40:05,15:45:09,4.1,"Patch/Cell Unstable,Cell Hyperpolarized,Ended After C1",,12/10/2018,PAS4_181211_452_A01,0.5,,,PAS4_181211_452_A01,A8S4_181219_10_C03,1737,20841,,,,,66%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181211,PA,1,H18.06.371.13.03.01.03,,,,Vortexing,Yes,None,2:37 PM,4:28:55 PM,4:30:17 PM,,,51.6,H18.06.371.13.03.01,2,3,#Health,-40,-40,nucleus_present,3000,no,,No Bubbles,#ND,16:39:22,16:41:24,16:44:51,4.8,"Patch Became Leaky,Ended After C1",Ended after core 2.,12/10/2018,PAS4_181211_453_A01,0.5,,,PAS4_181211_453_A01,A8S4_181219_10_D03,1474,17686,,,,,73%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
